Resume,TECHNICAL_SKILL,COMPANY_NAME,TOOL,EDUCATION,EXPERIENCE,DESIGNATION,LOCATION,LANGUAGE,SOFT_SKILL,PAY,CERTIFICATION
"Experienced Product Manager, DevOps Engineer, Data Scientist, Software Engineer professional with expertise in Docker, TensorFlow, Machine Learning and hands-on experience with Figma, Tableau, Jira. Holding Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems with Mid-Senior level, 2+ years, 3-5 years, Entry level of work experience. Previously worked at Apple, Microsoft, Tesla, Amazon located in San Francisco, CA, Seattle, WA, Boston, MA, Austin, TX. Fluent in English, French, Spanish with strong Teamwork, Adaptability. Certified in Google Cloud Professional, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $120k–$150k, $90k–$120k, $100k–$130k.","Docker, TensorFlow, Machine Learning","Apple, Microsoft, Tesla, Amazon","Figma, Tableau, Jira","Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems","Mid-Senior level, 2+ years, 3-5 years, Entry level","Product Manager, DevOps Engineer, Data Scientist, Software Engineer","San Francisco, CA, Seattle, WA, Boston, MA, Austin, TX","English, French, Spanish","Teamwork, Adaptability","$120k–$150k, $90k–$120k, $100k–$130k","Google Cloud Professional, AWS Certified Solutions Architect"
"Experienced Backend Developer, Data Scientist professional with expertise in SQL, AWS and hands-on experience with Tableau, Slack. Holding Ph.D. in Data Science, Bachelor's in Computer Science with Mid-Senior level, 7+ years, 2+ years of work experience. Previously worked at Google, IBM, Tesla, Microsoft located in Chicago, IL, Boston, MA. Fluent in English, German with strong Problem-Solving, Teamwork. Certified in Certified Scrum Master, PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $80k–$100k, $120k–$150k, $100k–$130k.","SQL, AWS","Google, IBM, Tesla, Microsoft","Tableau, Slack","Ph.D. in Data Science, Bachelor's in Computer Science","Mid-Senior level, 7+ years, 2+ years","Backend Developer, Data Scientist","Chicago, IL, Boston, MA","English, German","Problem-Solving, Teamwork","$80k–$100k, $120k–$150k, $100k–$130k","Certified Scrum Master, PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect"
"Experienced DevOps Engineer, Backend Developer, Product Manager, Software Engineer professional with expertise in AWS, Python, Kubernetes and hands-on experience with Figma, VS Code, Tableau. Holding Master's in Information Systems, Bachelor's in Computer Science, Ph.D. in Data Science with Entry level, 5+ years of work experience. Previously worked at Google, Microsoft located in Chicago, IL, New York, NY, Austin, TX. Fluent in Spanish, German, French, English with strong Problem-Solving, Communication Skills. Certified in PMP Certification, Google Cloud Professional, Certified Scrum Master, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $100k–$130k, $80k–$100k, $90k–$120k.","AWS, Python, Kubernetes","Google, Microsoft","Figma, VS Code, Tableau","Master's in Information Systems, Bachelor's in Computer Science, Ph.D. in Data Science","Entry level, 5+ years","DevOps Engineer, Backend Developer, Product Manager, Software Engineer","Chicago, IL, New York, NY, Austin, TX","Spanish, German, French, English","Problem-Solving, Communication Skills","$100k–$130k, $80k–$100k, $90k–$120k","PMP Certification, Google Cloud Professional, Certified Scrum Master, AWS Certified Solutions Architect"
"Experienced Software Engineer, Product Manager, Backend Developer, DevOps Engineer professional with expertise in AWS, Python, Java, SQL and hands-on experience with GitHub, Jira, Slack. Holding Ph.D. in Data Science, Master's in Information Systems with 2+ years, Entry level of work experience. Previously worked at Google, Microsoft, Facebook, Netflix located in Boston, MA, Chicago, IL, San Francisco, CA. Fluent in English, German with strong Communication Skills, Leadership. Certified in AWS Certified Solutions Architect, Google Cloud Professional, Certified Scrum Master. Seeking new opportunities with an expected salary around $120k–$150k, $80k–$100k, $90k–$120k, $100k–$130k.","AWS, Python, Java, SQL","Google, Microsoft, Facebook, Netflix","GitHub, Jira, Slack","Ph.D. in Data Science, Master's in Information Systems","2+ years, Entry level","Software Engineer, Product Manager, Backend Developer, DevOps Engineer","Boston, MA, Chicago, IL, San Francisco, CA","English, German","Communication Skills, Leadership","$120k–$150k, $80k–$100k, $90k–$120k, $100k–$130k","AWS Certified Solutions Architect, Google Cloud Professional, Certified Scrum Master"
"Experienced DevOps Engineer, Data Scientist professional with expertise in Python, Java, SQL and hands-on experience with Salesforce, Jira. Holding Ph.D. in Data Science, Master's in Information Systems, Bachelor's in Computer Science with Entry level, 3-5 years, 5+ years of work experience. Previously worked at IBM, Facebook located in Austin, TX, San Francisco, CA, Chicago, IL. Fluent in English, German, Spanish, French with strong Adaptability, Teamwork. Certified in AWS Certified Solutions Architect, Google Cloud Professional, Certified Scrum Master, PMP Certification. Seeking new opportunities with an expected salary around $80k–$100k, $100k–$130k.","Python, Java, SQL","IBM, Facebook","Salesforce, Jira","Ph.D. in Data Science, Master's in Information Systems, Bachelor's in Computer Science","Entry level, 3-5 years, 5+ years","DevOps Engineer, Data Scientist","Austin, TX, San Francisco, CA, Chicago, IL","English, German, Spanish, French","Adaptability, Teamwork","$80k–$100k, $100k–$130k","AWS Certified Solutions Architect, Google Cloud Professional, Certified Scrum Master, PMP Certification"
"Experienced DevOps Engineer, Data Scientist, Backend Developer, Product Manager professional with expertise in Python, AWS, SQL and hands-on experience with GitHub, Figma, Salesforce, Tableau. Holding Ph.D. in Data Science, Master's in Information Systems with 2+ years, 7+ years of work experience. Previously worked at IBM, Amazon, Apple located in San Francisco, CA, Seattle, WA, Boston, MA. Fluent in French, German, English, Spanish with strong Teamwork, Problem-Solving. Certified in AWS Certified Solutions Architect, Google Cloud Professional, PMP Certification. Seeking new opportunities with an expected salary around $100k–$130k, $120k–$150k, $80k–$100k, $90k–$120k.","Python, AWS, SQL","IBM, Amazon, Apple","GitHub, Figma, Salesforce, Tableau","Ph.D. in Data Science, Master's in Information Systems","2+ years, 7+ years","DevOps Engineer, Data Scientist, Backend Developer, Product Manager","San Francisco, CA, Seattle, WA, Boston, MA","French, German, English, Spanish","Teamwork, Problem-Solving","$100k–$130k, $120k–$150k, $80k–$100k, $90k–$120k","AWS Certified Solutions Architect, Google Cloud Professional, PMP Certification"
"Experienced Software Engineer, Data Scientist, DevOps Engineer professional with expertise in Python, Machine Learning and hands-on experience with GitHub, Tableau. Holding Bachelor's in Computer Science, Ph.D. in Data Science with Entry level, 3-5 years, 2+ years, 5+ years of work experience. Previously worked at Apple, Google located in Boston, MA, Chicago, IL, Seattle, WA. Fluent in German, Spanish, English, French with strong Problem-Solving, Communication Skills. Certified in PMP Certification, Certified Scrum Master. Seeking new opportunities with an expected salary around $100k–$130k, $80k–$100k.","Python, Machine Learning","Apple, Google","GitHub, Tableau","Bachelor's in Computer Science, Ph.D. in Data Science","Entry level, 3-5 years, 2+ years, 5+ years","Software Engineer, Data Scientist, DevOps Engineer","Boston, MA, Chicago, IL, Seattle, WA","German, Spanish, English, French","Problem-Solving, Communication Skills","$100k–$130k, $80k–$100k","PMP Certification, Certified Scrum Master"
"Experienced Backend Developer, Software Engineer, Data Scientist, Product Manager professional with expertise in Machine Learning, Python, TensorFlow, Java and hands-on experience with Salesforce, Jira, Slack. Holding Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems with Entry level, 3-5 years, 2+ years of work experience. Previously worked at Microsoft, Apple located in New York, NY, Boston, MA, Austin, TX. Fluent in German, English with strong Problem-Solving, Leadership, Adaptability, Communication Skills. Certified in AWS Certified Solutions Architect, Google Cloud Professional, Certified Scrum Master, PMP Certification. Seeking new opportunities with an expected salary around $80k–$100k, $90k–$120k, $100k–$130k.","Machine Learning, Python, TensorFlow, Java","Microsoft, Apple","Salesforce, Jira, Slack","Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems","Entry level, 3-5 years, 2+ years","Backend Developer, Software Engineer, Data Scientist, Product Manager","New York, NY, Boston, MA, Austin, TX","German, English","Problem-Solving, Leadership, Adaptability, Communication Skills","$80k–$100k, $90k–$120k, $100k–$130k","AWS Certified Solutions Architect, Google Cloud Professional, Certified Scrum Master, PMP Certification"
"Experienced DevOps Engineer, Backend Developer, Product Manager professional with expertise in TensorFlow, Docker, Java, AWS and hands-on experience with Figma, GitHub, VS Code. Holding Ph.D. in Data Science, Master's in Information Systems, Bachelor's in Computer Science with 7+ years, 2+ years, Entry level, 3-5 years of work experience. Previously worked at IBM, Microsoft located in Chicago, IL, San Francisco, CA, Boston, MA, Austin, TX. Fluent in English, German with strong Problem-Solving, Leadership. Certified in Certified Scrum Master, Google Cloud Professional, AWS Certified Solutions Architect, PMP Certification. Seeking new opportunities with an expected salary around $100k–$130k, $80k–$100k.","TensorFlow, Docker, Java, AWS","IBM, Microsoft","Figma, GitHub, VS Code","Ph.D. in Data Science, Master's in Information Systems, Bachelor's in Computer Science","7+ years, 2+ years, Entry level, 3-5 years","DevOps Engineer, Backend Developer, Product Manager","Chicago, IL, San Francisco, CA, Boston, MA, Austin, TX","English, German","Problem-Solving, Leadership","$100k–$130k, $80k–$100k","Certified Scrum Master, Google Cloud Professional, AWS Certified Solutions Architect, PMP Certification"
"Experienced Data Scientist, Software Engineer professional with expertise in Docker, SQL, Java, TensorFlow and hands-on experience with Salesforce, Slack, GitHub, Jira. Holding Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems with Entry level, 7+ years, 2+ years, 5+ years of work experience. Previously worked at Microsoft, Netflix located in San Francisco, CA, Chicago, IL. Fluent in Spanish, French, German with strong Communication Skills, Leadership. Certified in AWS Certified Solutions Architect, PMP Certification. Seeking new opportunities with an expected salary around $90k–$120k, $80k–$100k, $120k–$150k.","Docker, SQL, Java, TensorFlow","Microsoft, Netflix","Salesforce, Slack, GitHub, Jira","Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems","Entry level, 7+ years, 2+ years, 5+ years","Data Scientist, Software Engineer","San Francisco, CA, Chicago, IL","Spanish, French, German","Communication Skills, Leadership","$90k–$120k, $80k–$100k, $120k–$150k","AWS Certified Solutions Architect, PMP Certification"
"Experienced Software Engineer, DevOps Engineer professional with expertise in TensorFlow, Java, Python and hands-on experience with Slack, Figma, Tableau, VS Code. Holding Ph.D. in Data Science, Bachelor's in Computer Science with 3-5 years, 2+ years of work experience. Previously worked at IBM, Facebook, Google, Apple located in Boston, MA, New York, NY, Austin, TX. Fluent in German, Spanish with strong Problem-Solving, Adaptability, Leadership, Teamwork. Certified in Certified Scrum Master, AWS Certified Solutions Architect, Google Cloud Professional. Seeking new opportunities with an expected salary around $120k–$150k, $100k–$130k.","TensorFlow, Java, Python","IBM, Facebook, Google, Apple","Slack, Figma, Tableau, VS Code","Ph.D. in Data Science, Bachelor's in Computer Science","3-5 years, 2+ years","Software Engineer, DevOps Engineer","Boston, MA, New York, NY, Austin, TX","German, Spanish","Problem-Solving, Adaptability, Leadership, Teamwork","$120k–$150k, $100k–$130k","Certified Scrum Master, AWS Certified Solutions Architect, Google Cloud Professional"
"Experienced DevOps Engineer, Product Manager, Data Scientist professional with expertise in Machine Learning, SQL, Python, Kubernetes and hands-on experience with Salesforce, Slack, GitHub. Holding Master's in Information Systems, Ph.D. in Data Science with 5+ years, 7+ years, 3-5 years of work experience. Previously worked at Amazon, Google, Netflix located in Chicago, IL, Seattle, WA. Fluent in Spanish, French with strong Adaptability, Leadership. Certified in PMP Certification, Certified Scrum Master. Seeking new opportunities with an expected salary around $100k–$130k, $90k–$120k, $80k–$100k, $120k–$150k.","Machine Learning, SQL, Python, Kubernetes","Amazon, Google, Netflix","Salesforce, Slack, GitHub","Master's in Information Systems, Ph.D. in Data Science","5+ years, 7+ years, 3-5 years","DevOps Engineer, Product Manager, Data Scientist","Chicago, IL, Seattle, WA","Spanish, French","Adaptability, Leadership","$100k–$130k, $90k–$120k, $80k–$100k, $120k–$150k","PMP Certification, Certified Scrum Master"
"Experienced DevOps Engineer, Backend Developer, Product Manager, Software Engineer professional with expertise in SQL, Java and hands-on experience with Figma, Tableau. Holding Bachelor's in Computer Science, Master's in Information Systems, Ph.D. in Data Science with Mid-Senior level, 5+ years of work experience. Previously worked at IBM, Google located in Chicago, IL, Austin, TX, Boston, MA. Fluent in English, Spanish, French with strong Leadership, Teamwork, Communication Skills, Adaptability. Certified in Google Cloud Professional, PMP Certification, Certified Scrum Master, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $80k–$100k, $90k–$120k, $100k–$130k.","SQL, Java","IBM, Google","Figma, Tableau","Bachelor's in Computer Science, Master's in Information Systems, Ph.D. in Data Science","Mid-Senior level, 5+ years","DevOps Engineer, Backend Developer, Product Manager, Software Engineer","Chicago, IL, Austin, TX, Boston, MA","English, Spanish, French","Leadership, Teamwork, Communication Skills, Adaptability","$80k–$100k, $90k–$120k, $100k–$130k","Google Cloud Professional, PMP Certification, Certified Scrum Master, AWS Certified Solutions Architect"
"Experienced Software Engineer, Product Manager, Backend Developer professional with expertise in TensorFlow, Machine Learning, Java and hands-on experience with Jira, Slack, VS Code. Holding Bachelor's in Computer Science, Ph.D. in Data Science with Mid-Senior level, Entry level of work experience. Previously worked at Tesla, Microsoft, Google, Amazon located in Austin, TX, San Francisco, CA, Boston, MA, New York, NY. Fluent in English, German, French, Spanish with strong Teamwork, Problem-Solving, Adaptability, Communication Skills. Certified in Certified Scrum Master, AWS Certified Solutions Architect, PMP Certification, Google Cloud Professional. Seeking new opportunities with an expected salary around $100k–$130k, $90k–$120k, $120k–$150k.","TensorFlow, Machine Learning, Java","Tesla, Microsoft, Google, Amazon","Jira, Slack, VS Code","Bachelor's in Computer Science, Ph.D. in Data Science","Mid-Senior level, Entry level","Software Engineer, Product Manager, Backend Developer","Austin, TX, San Francisco, CA, Boston, MA, New York, NY","English, German, French, Spanish","Teamwork, Problem-Solving, Adaptability, Communication Skills","$100k–$130k, $90k–$120k, $120k–$150k","Certified Scrum Master, AWS Certified Solutions Architect, PMP Certification, Google Cloud Professional"
"Experienced Backend Developer, Software Engineer, DevOps Engineer professional with expertise in Java, AWS and hands-on experience with Figma, GitHub, VS Code. Holding Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science with Entry level, Mid-Senior level, 7+ years, 5+ years of work experience. Previously worked at Netflix, Apple, Amazon, Microsoft located in Seattle, WA, Chicago, IL, New York, NY. Fluent in Spanish, English with strong Leadership, Teamwork. Certified in Certified Scrum Master, PMP Certification, AWS Certified Solutions Architect, Google Cloud Professional. Seeking new opportunities with an expected salary around $120k–$150k, $90k–$120k, $80k–$100k, $100k–$130k.","Java, AWS","Netflix, Apple, Amazon, Microsoft","Figma, GitHub, VS Code","Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science","Entry level, Mid-Senior level, 7+ years, 5+ years","Backend Developer, Software Engineer, DevOps Engineer","Seattle, WA, Chicago, IL, New York, NY","Spanish, English","Leadership, Teamwork","$120k–$150k, $90k–$120k, $80k–$100k, $100k–$130k","Certified Scrum Master, PMP Certification, AWS Certified Solutions Architect, Google Cloud Professional"
"Experienced Software Engineer, DevOps Engineer professional with expertise in Machine Learning, Docker and hands-on experience with Tableau, VS Code. Holding Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science with Mid-Senior level, 7+ years of work experience. Previously worked at Microsoft, Google located in Seattle, WA, Austin, TX, Boston, MA, New York, NY. Fluent in Spanish, German, French, English with strong Teamwork, Problem-Solving, Adaptability. Certified in Google Cloud Professional, AWS Certified Solutions Architect, PMP Certification, Certified Scrum Master. Seeking new opportunities with an expected salary around $80k–$100k, $120k–$150k.","Machine Learning, Docker","Microsoft, Google","Tableau, VS Code","Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science","Mid-Senior level, 7+ years","Software Engineer, DevOps Engineer","Seattle, WA, Austin, TX, Boston, MA, New York, NY","Spanish, German, French, English","Teamwork, Problem-Solving, Adaptability","$80k–$100k, $120k–$150k","Google Cloud Professional, AWS Certified Solutions Architect, PMP Certification, Certified Scrum Master"
"Experienced Backend Developer, Product Manager, Software Engineer professional with expertise in AWS, Kubernetes, Docker, SQL and hands-on experience with GitHub, Tableau. Holding Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science with Entry level, 2+ years of work experience. Previously worked at Facebook, Amazon located in New York, NY, Austin, TX. Fluent in German, French with strong Communication Skills, Teamwork, Adaptability, Leadership. Certified in Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master, PMP Certification. Seeking new opportunities with an expected salary around $90k–$120k, $120k–$150k, $100k–$130k.","AWS, Kubernetes, Docker, SQL","Facebook, Amazon","GitHub, Tableau","Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science","Entry level, 2+ years","Backend Developer, Product Manager, Software Engineer","New York, NY, Austin, TX","German, French","Communication Skills, Teamwork, Adaptability, Leadership","$90k–$120k, $120k–$150k, $100k–$130k","Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master, PMP Certification"
"Experienced Backend Developer, DevOps Engineer professional with expertise in Docker, Python, TensorFlow and hands-on experience with VS Code, Slack. Holding Bachelor's in Computer Science, Ph.D. in Data Science with 5+ years, 3-5 years of work experience. Previously worked at Apple, Netflix located in Seattle, WA, New York, NY, San Francisco, CA, Chicago, IL. Fluent in French, German, English with strong Problem-Solving, Leadership, Adaptability, Communication Skills. Certified in Google Cloud Professional, PMP Certification, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $120k–$150k, $100k–$130k, $80k–$100k.","Docker, Python, TensorFlow","Apple, Netflix","VS Code, Slack","Bachelor's in Computer Science, Ph.D. in Data Science","5+ years, 3-5 years","Backend Developer, DevOps Engineer","Seattle, WA, New York, NY, San Francisco, CA, Chicago, IL","French, German, English","Problem-Solving, Leadership, Adaptability, Communication Skills","$120k–$150k, $100k–$130k, $80k–$100k","Google Cloud Professional, PMP Certification, AWS Certified Solutions Architect"
"Experienced Software Engineer, Product Manager, Data Scientist professional with expertise in AWS, Kubernetes, Python, Java and hands-on experience with Tableau, Salesforce, Jira, Figma. Holding Bachelor's in Computer Science, Master's in Information Systems, Ph.D. in Data Science with 2+ years, Mid-Senior level, 5+ years of work experience. Previously worked at Netflix, Google, Facebook located in New York, NY, Chicago, IL, Boston, MA. Fluent in German, French, Spanish with strong Problem-Solving, Adaptability, Communication Skills, Leadership. Certified in Certified Scrum Master, AWS Certified Solutions Architect, PMP Certification, Google Cloud Professional. Seeking new opportunities with an expected salary around $120k–$150k, $80k–$100k, $90k–$120k, $100k–$130k.","AWS, Kubernetes, Python, Java","Netflix, Google, Facebook","Tableau, Salesforce, Jira, Figma","Bachelor's in Computer Science, Master's in Information Systems, Ph.D. in Data Science","2+ years, Mid-Senior level, 5+ years","Software Engineer, Product Manager, Data Scientist","New York, NY, Chicago, IL, Boston, MA","German, French, Spanish","Problem-Solving, Adaptability, Communication Skills, Leadership","$120k–$150k, $80k–$100k, $90k–$120k, $100k–$130k","Certified Scrum Master, AWS Certified Solutions Architect, PMP Certification, Google Cloud Professional"
"Experienced Product Manager, DevOps Engineer, Software Engineer professional with expertise in Java, Docker and hands-on experience with Jira, GitHub, Slack. Holding Ph.D. in Data Science, Master's in Information Systems with Mid-Senior level, 7+ years, 5+ years of work experience. Previously worked at IBM, Netflix, Amazon located in Chicago, IL, Boston, MA, San Francisco, CA. Fluent in Spanish, German with strong Problem-Solving, Communication Skills, Adaptability. Certified in AWS Certified Solutions Architect, Certified Scrum Master, PMP Certification, Google Cloud Professional. Seeking new opportunities with an expected salary around $120k–$150k, $100k–$130k, $80k–$100k.","Java, Docker","IBM, Netflix, Amazon","Jira, GitHub, Slack","Ph.D. in Data Science, Master's in Information Systems","Mid-Senior level, 7+ years, 5+ years","Product Manager, DevOps Engineer, Software Engineer","Chicago, IL, Boston, MA, San Francisco, CA","Spanish, German","Problem-Solving, Communication Skills, Adaptability","$120k–$150k, $100k–$130k, $80k–$100k","AWS Certified Solutions Architect, Certified Scrum Master, PMP Certification, Google Cloud Professional"
"Experienced Data Scientist, Backend Developer professional with expertise in Java, Machine Learning, TensorFlow, Python and hands-on experience with Tableau, Jira, Figma. Holding Master's in Information Systems, Ph.D. in Data Science with Entry level, 2+ years of work experience. Previously worked at Microsoft, Apple located in New York, NY, Chicago, IL, San Francisco, CA. Fluent in French, German, Spanish with strong Leadership, Teamwork, Communication Skills, Adaptability. Certified in Certified Scrum Master, Google Cloud Professional. Seeking new opportunities with an expected salary around $80k–$100k, $90k–$120k, $100k–$130k, $120k–$150k.","Java, Machine Learning, TensorFlow, Python","Microsoft, Apple","Tableau, Jira, Figma","Master's in Information Systems, Ph.D. in Data Science","Entry level, 2+ years","Data Scientist, Backend Developer","New York, NY, Chicago, IL, San Francisco, CA","French, German, Spanish","Leadership, Teamwork, Communication Skills, Adaptability","$80k–$100k, $90k–$120k, $100k–$130k, $120k–$150k","Certified Scrum Master, Google Cloud Professional"
"Experienced DevOps Engineer, Product Manager, Backend Developer professional with expertise in Kubernetes, Machine Learning and hands-on experience with Jira, Salesforce, GitHub. Holding Ph.D. in Data Science, Master's in Information Systems with Mid-Senior level, 7+ years, 5+ years, 3-5 years of work experience. Previously worked at Google, Amazon located in San Francisco, CA, Seattle, WA, Chicago, IL, New York, NY. Fluent in German, English, French with strong Communication Skills, Leadership, Problem-Solving. Certified in AWS Certified Solutions Architect, PMP Certification, Certified Scrum Master, Google Cloud Professional. Seeking new opportunities with an expected salary around $90k–$120k, $80k–$100k, $120k–$150k.","Kubernetes, Machine Learning","Google, Amazon","Jira, Salesforce, GitHub","Ph.D. in Data Science, Master's in Information Systems","Mid-Senior level, 7+ years, 5+ years, 3-5 years","DevOps Engineer, Product Manager, Backend Developer","San Francisco, CA, Seattle, WA, Chicago, IL, New York, NY","German, English, French","Communication Skills, Leadership, Problem-Solving","$90k–$120k, $80k–$100k, $120k–$150k","AWS Certified Solutions Architect, PMP Certification, Certified Scrum Master, Google Cloud Professional"
"Experienced DevOps Engineer, Product Manager professional with expertise in Java, SQL, Docker and hands-on experience with Jira, VS Code, Salesforce, GitHub. Holding Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems with Entry level, 7+ years, 2+ years of work experience. Previously worked at Netflix, Amazon, Facebook located in Austin, TX, San Francisco, CA, Seattle, WA. Fluent in French, Spanish with strong Teamwork, Leadership. Certified in Google Cloud Professional, PMP Certification, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $120k–$150k, $100k–$130k, $80k–$100k.","Java, SQL, Docker","Netflix, Amazon, Facebook","Jira, VS Code, Salesforce, GitHub","Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems","Entry level, 7+ years, 2+ years","DevOps Engineer, Product Manager","Austin, TX, San Francisco, CA, Seattle, WA","French, Spanish","Teamwork, Leadership","$120k–$150k, $100k–$130k, $80k–$100k","Google Cloud Professional, PMP Certification, AWS Certified Solutions Architect"
"Experienced Data Scientist, Software Engineer, Backend Developer professional with expertise in Java, Docker and hands-on experience with Slack, GitHub, Salesforce. Holding Ph.D. in Data Science, Master's in Information Systems with 7+ years, 2+ years, 3-5 years, 5+ years of work experience. Previously worked at Netflix, Facebook, Microsoft located in Chicago, IL, Seattle, WA. Fluent in English, German, French with strong Communication Skills, Problem-Solving, Adaptability. Certified in Certified Scrum Master, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $80k–$100k, $90k–$120k, $100k–$130k, $120k–$150k.","Java, Docker","Netflix, Facebook, Microsoft","Slack, GitHub, Salesforce","Ph.D. in Data Science, Master's in Information Systems","7+ years, 2+ years, 3-5 years, 5+ years","Data Scientist, Software Engineer, Backend Developer","Chicago, IL, Seattle, WA","English, German, French","Communication Skills, Problem-Solving, Adaptability","$80k–$100k, $90k–$120k, $100k–$130k, $120k–$150k","Certified Scrum Master, AWS Certified Solutions Architect"
"Experienced DevOps Engineer, Data Scientist, Backend Developer professional with expertise in Kubernetes, TensorFlow and hands-on experience with Salesforce, Slack, VS Code. Holding Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science with Mid-Senior level, 7+ years, 2+ years, 3-5 years of work experience. Previously worked at Tesla, IBM, Google located in Seattle, WA, San Francisco, CA, Chicago, IL, Austin, TX. Fluent in English, Spanish, French with strong Teamwork, Adaptability, Communication Skills, Problem-Solving. Certified in Google Cloud Professional, AWS Certified Solutions Architect, PMP Certification. Seeking new opportunities with an expected salary around $90k–$120k, $120k–$150k, $80k–$100k.","Kubernetes, TensorFlow","Tesla, IBM, Google","Salesforce, Slack, VS Code","Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science","Mid-Senior level, 7+ years, 2+ years, 3-5 years","DevOps Engineer, Data Scientist, Backend Developer","Seattle, WA, San Francisco, CA, Chicago, IL, Austin, TX","English, Spanish, French","Teamwork, Adaptability, Communication Skills, Problem-Solving","$90k–$120k, $120k–$150k, $80k–$100k","Google Cloud Professional, AWS Certified Solutions Architect, PMP Certification"
"Experienced Product Manager, Software Engineer, Data Scientist, Backend Developer professional with expertise in Docker, Java and hands-on experience with VS Code, Figma. Holding Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems with 5+ years, Mid-Senior level of work experience. Previously worked at Netflix, Microsoft, Amazon, Facebook located in Chicago, IL, New York, NY. Fluent in English, German, Spanish with strong Problem-Solving, Teamwork, Communication Skills, Adaptability. Certified in Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master. Seeking new opportunities with an expected salary around $100k–$130k, $90k–$120k.","Docker, Java","Netflix, Microsoft, Amazon, Facebook","VS Code, Figma","Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems","5+ years, Mid-Senior level","Product Manager, Software Engineer, Data Scientist, Backend Developer","Chicago, IL, New York, NY","English, German, Spanish","Problem-Solving, Teamwork, Communication Skills, Adaptability","$100k–$130k, $90k–$120k","Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master"
"Experienced DevOps Engineer, Data Scientist, Software Engineer professional with expertise in Python, Machine Learning and hands-on experience with Salesforce, Figma, Slack. Holding Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science with 5+ years, Entry level of work experience. Previously worked at Netflix, Apple, Tesla, Microsoft located in New York, NY, Seattle, WA, San Francisco, CA, Chicago, IL. Fluent in Spanish, French with strong Problem-Solving, Leadership, Communication Skills. Certified in Google Cloud Professional, PMP Certification, Certified Scrum Master, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $80k–$100k, $90k–$120k, $120k–$150k, $100k–$130k.","Python, Machine Learning","Netflix, Apple, Tesla, Microsoft","Salesforce, Figma, Slack","Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science","5+ years, Entry level","DevOps Engineer, Data Scientist, Software Engineer","New York, NY, Seattle, WA, San Francisco, CA, Chicago, IL","Spanish, French","Problem-Solving, Leadership, Communication Skills","$80k–$100k, $90k–$120k, $120k–$150k, $100k–$130k","Google Cloud Professional, PMP Certification, Certified Scrum Master, AWS Certified Solutions Architect"
"Experienced Data Scientist, Backend Developer, Software Engineer professional with expertise in Java, Python, SQL and hands-on experience with VS Code, Slack, Jira. Holding Bachelor's in Computer Science, Ph.D. in Data Science with 3-5 years, 5+ years, 7+ years, Entry level of work experience. Previously worked at Google, Apple located in Austin, TX, Seattle, WA, New York, NY. Fluent in Spanish, French with strong Problem-Solving, Teamwork, Leadership. Certified in Google Cloud Professional, Certified Scrum Master. Seeking new opportunities with an expected salary around $120k–$150k, $100k–$130k, $80k–$100k.","Java, Python, SQL","Google, Apple","VS Code, Slack, Jira","Bachelor's in Computer Science, Ph.D. in Data Science","3-5 years, 5+ years, 7+ years, Entry level","Data Scientist, Backend Developer, Software Engineer","Austin, TX, Seattle, WA, New York, NY","Spanish, French","Problem-Solving, Teamwork, Leadership","$120k–$150k, $100k–$130k, $80k–$100k","Google Cloud Professional, Certified Scrum Master"
